date,model,y_true_vol_1m,y_pred_vol_1m,y_pred_var_95_1m,split_id
2016-03-25,LSTM,0.017720580373974646,0.02542600780725479,0.04182578284293413,1
2016-03-28,LSTM,0.01790598077351809,0.02567601203918457,0.04223703980445862,1
2016-03-29,LSTM,0.01771379046116333,0.025604814291000366,0.042119919508695605,1
2016-03-30,LSTM,0.016064350986936277,0.025787487626075745,0.0424204171448946,1
2016-03-31,LSTM,0.01579305226655759,0.02487604320049286,0.040921091064810754,1
2016-04-01,LSTM,0.017972589697822373,0.024137571454048157,0.039706305041909216,1
2016-04-04,LSTM,0.01866500188067233,0.022873714566230774,0.037627260461449624,1
2016-04-05,LSTM,0.018807850979110315,0.0220571830868721,0.036284066177904604,1
2016-04-06,LSTM,0.018831623356153043,0.02203431725502014,0.03624645188450813,1
2016-04-07,LSTM,0.020390224571156784,0.023250438272953033,0.03824697095900774,1
2016-04-08,LSTM,0.020261811189891513,0.02294941246509552,0.03775178350508213,1
2016-04-11,LSTM,0.02009218707829129,0.024061813950538635,0.03958168394863606,1
2016-04-12,LSTM,0.020097796647913942,0.023959457874298096,0.039413308203220365,1
2016-04-13,LSTM,0.02049132991517386,0.026293262839317322,0.043252417370677,1
2016-04-14,LSTM,0.018582293842557503,0.02799035608768463,0.04604413576424122,1
2016-04-15,LSTM,0.019412805871768617,0.02956676483154297,0.04863732814788818,1
2016-04-18,LSTM,0.019241635737367466,0.029005780816078186,0.047714509442448615,1
2016-04-19,LSTM,0.0192261880599911,0.027951255440711975,0.0459798151999712,1
2016-04-20,LSTM,0.02032357654981716,0.026448875665664673,0.04350840047001839,1
2016-04-21,LSTM,0.01986330156196262,0.025312721729278564,0.04163942724466324,1
2016-04-22,LSTM,0.01992841230413802,0.02624964714050293,0.04318066954612732,1
2016-04-25,LSTM,0.01927210448982796,0.028081871569156647,0.046194678731262685,1
2016-04-26,LSTM,0.020144856882018728,0.02780793607234955,0.04574405483901501,1
2016-04-27,LSTM,0.02002884061491766,0.027506127953529358,0.045247580483555795,1
2016-04-28,LSTM,0.020084583498639327,0.02654409408569336,0.043665034770965575,1
2016-04-29,LSTM,0.02092353706171553,0.024998262524604797,0.04112214185297489,1
2016-05-02,LSTM,0.01851884930154828,0.02493445575237274,0.04101717971265316,1
2016-05-03,LSTM,0.017132412391821623,0.02449946105480194,0.040301613435149194,1
2016-05-04,LSTM,0.018281141754973057,0.02250906080007553,0.03702740501612425,1
2016-05-05,LSTM,0.01838370957486149,0.02201719582080841,0.036218287125229835,1
2016-05-06,LSTM,0.02549371814438231,0.02212919294834137,0.03640252240002155,1
2016-05-09,LSTM,0.025487726763238055,0.023944273591041565,0.039388330057263374,1
2016-05-10,LSTM,0.025491308684199528,0.02393403649330139,0.03937149003148079,1
2016-05-11,LSTM,0.02584358043257602,0.02531997114419937,0.04165135253220797,1
2016-05-12,LSTM,0.026645185146563135,0.02418331801891327,0.039781558141112325,1
2016-05-13,LSTM,0.027087494551361925,0.025301620364189148,0.04162116549909115,1
2016-05-16,LSTM,0.027073638204204584,0.0267314612865448,0.043973253816366194,1
2016-05-17,LSTM,0.027919524729101714,0.02797892689704895,0.046025334745645526,1
2016-05-18,LSTM,0.028338044329159717,0.02756393700838089,0.04534267637878656,1
2016-05-19,LSTM,0.027076224579327804,0.028539717197418213,0.04694783478975296,1
2016-05-20,LSTM,0.028292191623343184,0.029867909848690033,0.04913271170109511,1
2016-05-23,LSTM,0.02842459189820102,0.031347714364528656,0.05156699012964964,1
2016-05-24,LSTM,0.029230213399514957,0.029916666448116302,0.04921291630715132,1
2016-05-25,LSTM,0.028964243279985775,0.030637212097644806,0.0503982139006257,1
2016-05-26,LSTM,0.028964053323273512,0.02986844629049301,0.049133594147861004,1
2016-05-27,LSTM,0.03908647818018538,0.02970787137746811,0.04886944841593504,1
2016-05-30,LSTM,0.03848168764561589,0.02998233586549759,0.04932094249874353,1
2016-05-31,LSTM,0.03872547457926938,0.030392885208129883,0.04999629616737366,1
2016-06-01,LSTM,0.03905783243320771,0.029473289847373962,0.048483561798930166,1
2016-06-02,LSTM,0.038770295872830964,0.030244797468185425,0.04975269183516502,1
2016-06-03,LSTM,0.03872299913331055,0.029980242252349854,0.049317498505115506,1
2016-06-06,LSTM,0.034007403540495536,0.029114581644535065,0.047893486805260184,1
2016-06-07,LSTM,0.034526345706585644,0.0255887433886528,0.04209348287433386,1
2016-06-08,LSTM,0.03479419230495604,0.0252346470952034,0.041510994471609594,1
2016-06-09,LSTM,0.03436399200664465,0.02579823136329651,0.042438090592622754,1
2016-06-10,LSTM,0.03365712643713607,0.025866709649562836,0.042550737373530864,1
2016-06-13,LSTM,0.03322778852980337,0.025929421186447144,0.04265389785170555,1
2016-06-14,LSTM,0.03279102680892699,0.025447681546211243,0.04186143614351749,1
2016-06-15,LSTM,0.0323853024940066,0.02719305455684662,0.044732574746012686,1
2016-06-16,LSTM,0.032018338893510336,0.028811462223529816,0.047394855357706545,1
2016-06-17,LSTM,0.03228130053465396,0.029049798846244812,0.047786919102072715,1
2016-06-20,LSTM,0.03087019398492804,0.027948379516601562,0.04597508430480957,1
2016-06-21,LSTM,0.031126478937704392,0.02762669324874878,0.04544591039419174,1
2016-06-22,LSTM,0.03070588081403082,0.028175555169582367,0.04634878825396299,1
2016-06-23,LSTM,0.029688520514684413,0.028332911431789398,0.04660763930529356,1
2016-06-24,LSTM,0.029994726534652107,0.031133204698562622,0.05121412172913552,1
2016-06-27,LSTM,0.015992950674212348,0.029970981180667877,0.04930226404219866,1
2016-06-28,LSTM,0.015893928715945464,0.03309018164873123,0.05443334881216288,1
2016-06-29,LSTM,0.01692216271580539,0.034474700689315796,0.056710882633924486,1
2016-06-30,LSTM,0.016176255527636192,0.03153355419635773,0.05187269665300846,1
2016-07-01,LSTM,0.017781482618514494,0.0344306081533432,0.056638350412249565,1
2016-07-04,LSTM,0.017660208457151917,0.03460773825645447,0.0569297294318676,1
2016-07-05,LSTM,0.018171053173591866,0.03522138297557831,0.057939174994826315,1
2016-07-06,LSTM,0.01765493073957934,0.0373915433883667,0.06150908887386322,1
2016-07-07,LSTM,0.01751270128206783,0.03637087345123291,0.05983008682727814,1
2016-07-08,LSTM,0.01774477900477698,0.03747469186782837,0.06164586812257767,1
2016-07-11,LSTM,0.017626606859682998,0.03751848638057709,0.06171791009604931,1
2016-07-12,LSTM,0.01780727374476475,0.03650669753551483,0.0600535174459219,1
2016-07-13,LSTM,0.018820505923508823,0.03351181745529175,0.05512693971395492,1
2016-07-14,LSTM,0.019227614967279812,0.03592795133590698,0.05910147994756699,1
2016-07-15,LSTM,0.019351976504231393,0.034748077392578125,0.05716058731079102,1
2016-07-18,LSTM,0.018643514656346935,0.03422005474567413,0.05629199005663395,1
2016-07-19,LSTM,0.020129322011722493,0.035361334681510925,0.058169395551085475,1
2016-07-20,LSTM,0.019085165318398323,0.03572101891040802,0.05876107610762119,1
2016-07-21,LSTM,0.019340081337368677,0.03510312736034393,0.05774464450776577,1
2016-07-22,LSTM,0.020231848501196255,0.03423081338405609,0.05630968801677227,1
2016-07-25,LSTM,0.01893098075880452,0.03525899350643158,0.058001044318079946,1
