month,strategy,hedge_ratio,exposure,covered_amount,transaction_cost,exposure_pnl_proxy,hedge_pnl_proxy,hedged_position_pnl_proxy,net_pnl,residual_exposure,fx_return_month,abs_residual_exposure
2022-01,STATIC,0.6,419980.87056943343,251988.52234166005,50.39770446833201,-6402.7250856685805,3791.2373469328163,-2611.487738735764,-2611.487738735764,167992.3482277734,-0.015245277902746879,167992.3482277734
2022-04,EWMA,0.9,420087.87767040805,378079.0899033673,75.61581798067346,-24750.757790027747,22200.0661930443,-2550.691596983448,-2550.691596983448,42008.787767040776,-0.05891804811717671,42008.787767040776
2022-04,GARCH,0.6,420087.87767040805,252052.72660224483,50.41054532044897,-24750.757790027747,14800.0441286962,-9950.713661331547,-9950.713661331547,168035.15106816322,-0.05891804811717671,168035.15106816322
2022-04,GRU,0.3,420087.87767040805,126026.36330112242,25.205272660224484,-24750.757790027747,7400.0220643481,-17350.735725679646,-17350.735725679646,294061.51436928567,-0.05891804811717671,294061.51436928567
2022-04,LSTM,0.6,420087.87767040805,252052.72660224483,50.41054532044897,-24750.757790027747,14800.0441286962,-9950.713661331547,-9950.713661331547,168035.15106816322,-0.05891804811717671,168035.15106816322
2022-04,STATIC,0.6,420087.87767040805,252052.72660224483,50.41054532044897,-24750.757790027747,14800.0441286962,-9950.713661331547,-9950.713661331547,168035.15106816322,-0.05891804811717671,168035.15106816322
2022-05,EWMA,0.6,420102.32538819016,252061.39523291407,50.41227904658282,10771.830047771471,-6513.5103077094645,4258.3197400620065,4258.3197400620065,168040.9301552761,0.025640967442438933,168040.9301552761
2022-05,GARCH,0.6,420102.32538819016,252061.39523291407,50.41227904658282,10771.830047771471,-6513.5103077094645,4258.3197400620065,4258.3197400620065,168040.9301552761,0.025640967442438933,168040.9301552761
2022-05,GRU,0.9,420102.32538819016,378092.09284937114,75.61841856987424,10771.830047771471,-9770.265461564199,1001.5645862072724,1001.5645862072724,42010.23253881902,0.025640967442438933,42010.23253881902
2022-05,LSTM,0.9,420102.32538819016,378092.09284937114,75.61841856987424,10771.830047771471,-9770.265461564199,1001.5645862072724,1001.5645862072724,42010.23253881902,0.025640967442438933,42010.23253881902
2022-05,STATIC,0.6,420102.32538819016,252061.39523291407,50.41227904658282,10771.830047771471,-6513.5103077094645,4258.3197400620065,4258.3197400620065,168040.9301552761,0.025640967442438933,168040.9301552761
2022-06,EWMA,0.9,462188.3788549778,415969.54096948,83.19390819389601,-14026.183517375563,12540.37125744411,-1485.812259931452,-1485.812259931452,46218.83788549778,-0.03034733056708161,46218.83788549778
2022-06,GARCH,0.9,462188.3788549778,415969.54096948,83.19390819389601,-14026.183517375563,12540.37125744411,-1485.812259931452,-1485.812259931452,46218.83788549778,-0.03034733056708161,46218.83788549778
2022-06,GRU,0.6,462188.3788549778,277313.02731298667,55.46260546259734,-14026.183517375563,8360.247504962741,-5665.936012412822,-5665.936012412822,184875.3515419911,-0.03034733056708161,184875.3515419911
2022-06,LSTM,0.9,462188.3788549778,415969.54096948,83.19390819389601,-14026.183517375563,12540.37125744411,-1485.812259931452,-1485.812259931452,46218.83788549778,-0.03034733056708161,46218.83788549778
2022-06,STATIC,0.6,462188.3788549778,277313.02731298667,55.46260546259734,-14026.183517375563,8360.247504962741,-5665.936012412822,-5665.936012412822,184875.3515419911,-0.03034733056708161,184875.3515419911
2022-07,EWMA,0.6,419971.85472484224,251983.11283490533,50.396622566981065,-10221.81952718338,6082.6950937430465,-4139.124433440333,-4139.124433440333,167988.7418899369,-0.02433929657948275,167988.7418899369
2022-07,GARCH,0.6,419971.85472484224,251983.11283490533,50.396622566981065,-10221.81952718338,6082.6950937430465,-4139.124433440333,-4139.124433440333,167988.7418899369,-0.02433929657948275,167988.7418899369
2022-07,GRU,0.3,419971.85472484224,125991.55641745267,25.198311283490533,-10221.81952718338,3041.3475468715233,-7180.471980311856,-7180.471980311856,293980.2983073896,-0.02433929657948275,293980.2983073896
2022-07,LSTM,0.9,419971.85472484224,377974.669252358,75.5949338504716,-10221.81952718338,9124.042640614569,-1097.7768865688104,-1097.7768865688104,41997.18547248421,-0.02433929657948275,41997.18547248421
2022-07,STATIC,0.6,419971.85472484224,251983.11283490533,50.396622566981065,-10221.81952718338,6082.6950937430465,-4139.124433440333,-4139.124433440333,167988.7418899369,-0.02433929657948275,167988.7418899369
2022-08,EWMA,0.9,420042.97548141336,378038.67793327203,75.60773558665441,-6893.318029381904,6128.37849085706,-764.9395385248445,-764.9395385248445,42004.29754814133,-0.01641098276070785,42004.29754814133
2022-08,GARCH,0.9,420042.97548141336,378038.67793327203,75.60773558665441,-6893.318029381904,6128.37849085706,-764.9395385248445,-764.9395385248445,42004.29754814133,-0.01641098276070785,42004.29754814133
2022-08,GRU,0.6,420042.97548141336,252025.785288848,50.40515705776961,-6893.318029381904,4085.5856605713734,-2807.7323688105307,-2807.7323688105307,168017.19019256535,-0.01641098276070785,168017.19019256535
2022-08,LSTM,0.9,420042.97548141336,378038.67793327203,75.60773558665441,-6893.318029381904,6128.37849085706,-764.9395385248445,-764.9395385248445,42004.29754814133,-0.01641098276070785,42004.29754814133
